text,categories
My order arrived late even though I paid for expedited shipping. Can I get a refund of the extra fee?,"['Shipping Concern', 'Refund Request']"
The discount code I used didn't apply to my order even though it was valid. Can you adjust the total?,['Billing Issue']
I returned an item over two weeks ago but haven't received confirmation or a refund.,['Refund Request']
The app crashes every time I try to check my order history. Is there an update coming soon?,['Technical Problem']
I accidentally subscribed to the annual plan instead of the monthly plan. Please switch it and refund the difference.,"['Billing Issue', 'Refund Request']"
I can't access premium features despite having an active subscription. Can you fix this?,"['Account Access', 'Technical Problem']"
"My package arrived with damaged packaging, and the product inside is scratched. What should I do?","['Shipping Concern', 'Product Inquiry']"
I want to cancel my order before it ships but can't find the option in my account.,"['Shipping Concern', 'Technical Problem']"
"I received an email saying my order was canceled, but I didn't cancel it. Please explain.",['Service Complaint']
I'm trying to redeem a gift card but the site says the code is invalid.,"['Billing Issue', 'Technical Problem']"
The billing address in my account keeps reverting to an old address no matter how often I update it.,"['Billing Issue', 'Technical Problem']"
I need help changing the email address associated with my account.,['Account Access']
My loyalty points are missing after the last update. Can you restore them?,"['Billing Issue', 'Technical Problem']"
I can't download the digital product I purchased. The link just gives me an error.,"['Product Inquiry', 'Technical Problem']"
The delivery person left my package in the rain and now it's ruined. What can be done?,['Shipping Concern']
My subscription auto-renewed without my consent. Please cancel and refund the charge.,"['Billing Issue', 'Refund Request']"
The item I ordered doesn't match the description on the website. I want to return it.,"['Product Inquiry', 'Refund Request']"
My order has been pending shipment for over a week. When will it ship?,['Shipping Concern']
I got an email that my account was deactivated. I didn't request this and need access back.,['Account Access']
I can't save any changes to my profile settings. The page refreshes without saving.,['Technical Problem']
The replacement item you sent is also defective. I'd like a refund instead.,"['Product Inquiry', 'Refund Request']"
I'm unable to unsubscribe from marketing emails. The link in the email doesn't work.,['Technical Problem']
The tracking number you provided doesn't exist on the courier's site. Can you verify it?,['Shipping Concern']
"I tried applying a promotional code but got an error message that it expired, even though it should still be valid.",['Billing Issue']
I created an account but never received a confirmation email. Now I can't log in.,['Account Access']
I was charged for a product I never received. Please issue a refund.,"['Billing Issue', 'Refund Request']"
"I need to change my shipping address before my order ships, but the system won't let me edit it.","['Shipping Concern', 'Technical Problem']"
The mobile app crashes every time I open the order details page.,['Technical Problem']
I want to merge two accounts I accidentally created with different emails.,['Account Access']
"My return request was approved, but I haven't received a shipping label.","['Refund Request', 'Shipping Concern']"
"I paid for express delivery, but my package arrived much later than promised.","['Shipping Concern', 'Refund Request']"
The item I received is missing parts that were supposed to be included.,['Product Inquiry']
I keep getting password reset emails I didn't request. Is my account compromised?,['Account Access']
My subscription says it's inactive even though my payment went through.,"['Billing Issue', 'Technical Problem']"
The checkout page fails to load after I enter my payment information.,"['Billing Issue', 'Technical Problem']"
I received a product in the wrong size even though I ordered the correct one.,['Product Inquiry']
I canceled my order but still got charged. Please refund the payment.,"['Billing Issue', 'Refund Request']"
The customer support chat keeps disconnecting before I can get help.,['Service Complaint']
I received the wrong product entirely and need to return it.,"['Product Inquiry', 'Shipping Concern']"
I want to upgrade my subscription plan but can't find the option anywhere.,['Account Access']
I've contacted support multiple times and haven't received a response.,['Service Complaint']
My account shows no order history even though I've placed several orders.,"['Account Access', 'Technical Problem']"
The delivery tracking hasn't updated in over 10 days. Can you check the status?,['Shipping Concern']
I was charged an international transaction fee without any prior notice.,['Billing Issue']
"The product listing said batteries were included, but none came in the box.",['Product Inquiry']
The website logs me out randomly while I'm browsing.,['Technical Problem']
"I need to return a gift, but I don't have the original order number. Can you help?",['Refund Request']
The app won't let me sign in after the latest update.,"['Technical Problem', 'Account Access']"
"My order arrived damaged, and I want to request a replacement.","['Shipping Concern', 'Product Inquiry']"
I canceled my subscription but still have access to paid features. Is it really canceled?,['Account Access']
"I tried to use a coupon code during checkout, but the site crashed.","['Billing Issue', 'Technical Problem']"
The download link for my purchase expired before I could use it. Please resend it.,['Product Inquiry']
"My order was supposed to arrive last week, but there's no update from the courier.",['Shipping Concern']
The site won't accept my valid credit card and keeps declining the payment.,['Billing Issue']
I received a product with another customer's invoice in the box.,['Shipping Concern']
I want to change the phone number on my account but get an error every time I try.,"['Account Access', 'Technical Problem']"
The replacement item you sent me is also defective. I just want a refund now.,"['Product Inquiry', 'Refund Request']"
I'm being charged monthly even though I canceled my subscription months ago.,"['Billing Issue', 'Refund Request']"
The order confirmation page glitched and I don't know if my payment went through.,"['Billing Issue', 'Technical Problem']"
"I received a product in the wrong color. I ordered blue, but got red.",['Product Inquiry']
The delivery driver marked my package as delivered but it's nowhere to be found.,['Shipping Concern']
The checkout process fails every time I try to complete my order.,"['Billing Issue', 'Technical Problem']"
"I'm trying to close my account, but the site keeps giving me an error.","['Account Access', 'Technical Problem']"
I ordered a digital product but never received a download link.,['Product Inquiry']
My subscription renewal date was moved up without warning and I was charged early.,['Billing Issue']
I tried to apply store credit but the balance didn't deduct from my order total.,"['Billing Issue', 'Technical Problem']"
The mobile app is stuck on the loading screen every time I open it.,['Technical Problem']
I accidentally entered the wrong shipping address and can't update it anymore.,"['Shipping Concern', 'Technical Problem']"
My product arrived with missing accessories. How do I get them replaced?,['Product Inquiry']
The site won't let me save my updated billing information.,"['Billing Issue', 'Technical Problem']"
The order was canceled without any explanation. I'd like to know why.,['Service Complaint']
I received an item that was clearly used. I ordered a new one.,['Product Inquiry']
My account was deactivated without any warning. Please restore access.,['Account Access']
The checkout page loads blank when I try to pay via PayPal.,"['Billing Issue', 'Technical Problem']"
I've been charged for a subscription I never signed up for.,"['Billing Issue', 'Refund Request']"
"My refund was approved over a month ago, but I still haven't received the funds.",['Refund Request']
The product I ordered doesn't fit the description and feels very low quality. I'd like to return it.,"['Product Inquiry', 'Refund Request']"
I'm unable to verify my email address because the confirmation link expired.,['Account Access']
I updated my shipping address but my order still shipped to the old address.,['Shipping Concern']
I keep getting logged out every time I try to view my subscriptions.,"['Technical Problem', 'Account Access']"
The payment page crashes when I select my preferred shipping method.,"['Billing Issue', 'Technical Problem']"
I received someone else's order in my shipment. What should I do?,['Shipping Concern']
I want to pause my subscription for a few months but can't find that option.,['Account Access']
The coupon code I received by email doesn't work on the checkout page.,['Billing Issue']
"I returned my order and have proof of delivery, but no refund has been issued.",['Refund Request']
The tracking number shows delivered but I never received the package.,['Shipping Concern']
The app shows my subscription as expired even though I was just charged.,"['Billing Issue', 'Technical Problem']"
I can't find the invoice for my order in my account or email.,['Billing Issue']
I received a defective charger with my device. Can you send a replacement?,['Product Inquiry']
My order was supposed to arrive last Friday but it still hasn't shipped.,['Shipping Concern']
I forgot my password and the reset emails aren't coming through.,['Account Access']
The checkout button doesn't work on the mobile site.,['Technical Problem']
I was charged shipping fees even though my order qualified for free shipping.,"['Billing Issue', 'Refund Request']"
I can't update my billing address. It keeps reverting to the old one.,"['Billing Issue', 'Technical Problem']"
The product came without the promised user manual and accessories.,['Product Inquiry']
My subscription was renewed early without notification. I want a refund.,"['Billing Issue', 'Refund Request']"
I tried to cancel my order before it shipped but it still went out.,['Shipping Concern']
My loyalty points disappeared after the recent site update.,"['Billing Issue', 'Technical Problem']"
The payment failed but my credit card was still charged.,"['Billing Issue', 'Refund Request']"
"I received an email that my order was canceled due to stock issues, but it still shows as pending.","['Service Complaint', 'Technical Problem']"
I'm locked out of my account because of too many failed login attempts.,['Account Access']
"The product arrived damaged, and the box was torn open.","['Shipping Concern', 'Product Inquiry']"
I tried contacting support multiple times but haven't heard back.,['Service Complaint']
My subscription shows as active but I can't access premium content.,"['Technical Problem', 'Account Access']"
The website won't accept my payment method even though it works elsewhere.,['Billing Issue']
I can't download my e-book purchase. The link is broken.,"['Product Inquiry', 'Technical Problem']"
I need help merging two accounts with different email addresses.,['Account Access']
I tried updating my phone number but get an error message every time.,"['Account Access', 'Technical Problem']"
The order confirmation email never arrived and now I can't track my purchase.,['Shipping Concern']
The delivery date was changed multiple times and the package is still late.,['Shipping Concern']
I accidentally bought the wrong product and want to exchange it.,"['Product Inquiry', 'Refund Request']"
My payment went through twice for the same order. Please refund the duplicate.,"['Billing Issue', 'Refund Request']"
The product listing was misleading and didn't mention required accessories.,['Product Inquiry']
I'm trying to cancel my subscription but the system won't process the request.,"['Account Access', 'Technical Problem']"
The download link expired before I could use it. Can you resend it?,['Product Inquiry']
My account was flagged for suspicious activity but I haven't done anything unusual.,['Account Access']
I can't update my shipping address after placing the order.,['Shipping Concern']
The checkout page is stuck loading indefinitely when I click pay.,"['Billing Issue', 'Technical Problem']"
I returned the item but the refund was processed to the wrong account.,"['Billing Issue', 'Refund Request']"
The replacement item arrived damaged as well. I'd prefer a refund.,"['Product Inquiry', 'Refund Request']"
I want to know why my subscription price increased without any notice.,['Billing Issue']
The app keeps logging me out every few minutes.,"['Technical Problem', 'Account Access']"
I tried applying a promo code but it said invalid even though it's valid until next month.,['Billing Issue']
My package was left in an unsecured location and is now missing.,['Shipping Concern']
I requested a cancellation but the order was still shipped to me.,['Shipping Concern']
I can't access the invoice for my recent order.,['Billing Issue']
I ordered a gift but the receipt included the price. How can this be prevented in the future?,"['Shipping Concern', 'Service Complaint']"
My account was suspended without any explanation. Please reactivate it.,['Account Access']
The download page shows an error when I try to retrieve my purchase.,"['Technical Problem', 'Product Inquiry']"
I was charged after canceling my subscription. Please reverse the charge.,"['Billing Issue', 'Refund Request']"
The support chatbot isn't helpful and keeps looping the same responses.,['Service Complaint']
The payment page says my billing address doesn't match even though it's correct.,['Billing Issue']
The item description didn't mention that assembly is required.,['Product Inquiry']
I received the wrong color for the item I ordered.,['Product Inquiry']
The website logs me out every time I try to check my order status.,['Technical Problem']
I can't reset my password because the verification code never arrives.,['Account Access']
I'd like to cancel my subscription but the option is missing in my account.,"['Account Access', 'Technical Problem']"
I was charged a foreign transaction fee without any prior notice.,['Billing Issue']
The product didn't include all the advertised features.,['Product Inquiry']
I was billed twice for the same month's subscription.,"['Billing Issue', 'Refund Request']"
The shipping estimate kept changing and now it's two weeks late.,['Shipping Concern']
I can't download the software I purchased. It says ‘file not found'.,"['Technical Problem', 'Product Inquiry']"
I returned my order but haven't received a refund or confirmation.,['Refund Request']
The delivery driver left my package outside and it was stolen.,['Shipping Concern']
I can't log in even after resetting my password.,['Account Access']
I paid for expedited shipping but the order still arrived late.,"['Shipping Concern', 'Refund Request']"
I'm being billed after canceling my subscription last month.,"['Billing Issue', 'Refund Request']"
The app doesn't show any of my recent orders.,"['Technical Problem', 'Account Access']"
I need help transferring my subscription to a new email address.,['Account Access']
The checkout page gives an error every time I try to place an order.,"['Billing Issue', 'Technical Problem']"
My package was damaged during delivery and the product is broken.,"['Shipping Concern', 'Product Inquiry']"
I received a used product instead of a new one.,['Product Inquiry']
The website won't accept my credit card payment.,['Billing Issue']
My subscription was canceled without my request.,['Account Access']
I can't access the download link for my digital purchase.,"['Product Inquiry', 'Technical Problem']"
The product I received doesn't match the images on the site.,['Product Inquiry']
My account was deactivated for no reason and I need it restored.,['Account Access']
The checkout keeps freezing when I try to pay.,['Technical Problem']
I was charged multiple times for the same purchase.,"['Billing Issue', 'Refund Request']"
I received the wrong size for my order.,['Product Inquiry']
"I tried to apply a coupon code, but the discount didn't show up during checkout and my card was charged the full price. Can you help me fix this?",['Billing Issue']
"I received an email saying my package was delivered yesterday, but I never got it. I'm worried it was left in the wrong place.",['Shipping Concern']
"The product description says it's compatible with Android, but it's not working with my phone. Is there a specific app I need to install?","['Technical Problem','Product Inquiry']"
I need to change my billing address before my next subscription renewal. How do I update it in my account settings?,"['Billing Issue','Account Access']"
"Whenever I log in, the website logs me out after a few minutes even if I'm still active. It's very frustrating.","['Account Access','Technical Problem']"
"I returned an item over two weeks ago, but I haven't received my refund yet. Could you please check the status?",['Refund Request']
I want to know if this product comes with a warranty and what it covers before I place my order.,['Product Inquiry']
"I was overcharged this month, and my invoice shows duplicate fees. Can you correct this and issue a refund?","['Billing Issue','Refund Request']"
"I ordered express shipping, but my package still hasn't arrived after a week. This delay is unacceptable.","['Shipping Concern','Service Complaint']"
"Every time I try to reset my password, the reset link says it's expired. I've tried multiple times without success.",['Account Access']
My credit card was charged twice for the same order. I need this resolved immediately.,['Billing Issue']
The tracking information hasn't updated in 5 days. Can you tell me where my package is?,['Shipping Concern']
The app crashes every time I open it on my tablet. Is there a fix or update available?,['Technical Problem']
"I want to return this product, but the return option isn't showing in my account. How can I start the process?","['Account Access','Refund Request']"
"I paid for premium support, but no one has responded to my inquiry in over 48 hours. This is very disappointing.",['Service Complaint']
"I tried to update my payment method, but the system kept giving me an error. Now my subscription is suspended.","['Account Access','Billing Issue']"
I received the wrong item in my shipment. What should I do to get the correct product?,"['Shipping Concern','Service Complaint']"
Can you explain the difference between the standard and deluxe versions of this product?,['Product Inquiry']
I want to cancel my subscription before the next billing cycle. Please confirm it will not auto-renew.,['Billing Issue']
"My order confirmation email never arrived, but my credit card was charged. Can you resend the confirmation?","['Billing Issue','Shipping Concern']"
I'm having trouble verifying my email address because the link says it's invalid. Please help me activate my account.,['Account Access']
"My shipment was supposed to arrive yesterday, but it's marked as delayed with no estimated delivery date.",['Shipping Concern']
The instructions included in the box are missing. Can you send me a digital copy?,['Product Inquiry']
"I requested a refund last week, but I haven't seen any update or credit to my account.",['Refund Request']
The website is extremely slow and keeps timing out when I try to place an order.,['Technical Problem']
I can't find any information about whether this product is compatible with international voltage.,['Product Inquiry']
"I was promised a refund for a defective product, but it still hasn't been processed.","['Refund Request','Service Complaint']"
The tracking number you provided isn't recognized by the carrier's website.,['Shipping Concern']
I forgot my password and can't access my account. The recovery questions aren't working.,['Account Access']
"I paid for next-day shipping, but it looks like it was sent standard instead. Will I get a refund for the shipping cost?","['Billing Issue','Shipping Concern']"
"I need to update my email address on file, but your system won't save the changes.",['Account Access']
I have questions about the product specifications before I purchase. Can you provide detailed dimensions?,['Product Inquiry']
My account was suspended without any explanation. I'd like to understand why and how to reactivate it.,"['Account Access','Service Complaint']"
"When I try to download my invoice, I get an error message saying the file is unavailable.",['Technical Problem']
The product I ordered was damaged on arrival. How do I start a return and get a replacement?,"['Shipping Concern','Refund Request']"
"I applied a gift card at checkout, but the balance wasn't deducted from my total.",['Billing Issue']
The website keeps logging me out when I try to update my shipping address.,"['Account Access','Technical Problem']"
I'm still waiting for confirmation of my refund after returning the item two weeks ago.,['Refund Request']
Your phone support line keeps disconnecting me after a few minutes on hold.,['Service Complaint']
"The app won't sync my order history, and I need a record for my expenses.","['Technical Problem','Account Access']"
I received someone else's order along with mine. How do I send it back?,"['Shipping Concern','Service Complaint']"
"I'm trying to track my shipment, but the status hasn't changed in a week.",['Shipping Concern']
I ordered two items but only received one. The packing slip shows both were shipped.,['Shipping Concern']
The payment page gives me an error whenever I try to submit my order.,"['Billing Issue','Technical Problem']"
"I canceled my subscription last month, but I was still charged this month.","['Billing Issue','Refund Request']"
The product color is completely different from what was shown online.,"['Product Inquiry','Service Complaint']"
I can't access the premium features even though my account shows as upgraded.,"['Account Access','Technical Problem']"
"I need to update my billing info, but the edit option is greyed out.","['Billing Issue','Account Access']"
"I requested express shipping, but my order is still processing after 3 days.",['Shipping Concern']
My promo code isn't working even though it's still within the valid dates.,['Billing Issue']
I placed an order but never received a confirmation email or tracking number.,"['Billing Issue','Shipping Concern']"
My account has been locked due to too many login attempts. How can I unlock it?,['Account Access']
"I asked for a refund on a defective product, but I've only received partial credit.",['Refund Request']
The app keeps showing an error message when I try to view my past orders.,"['Technical Problem','Account Access']"
I need confirmation that my cancellation request was processed successfully.,['Billing Issue']
"My package was marked as delivered, but it wasn't on my porch or mailbox.",['Shipping Concern']
I can't download the installation file for the product I purchased.,['Technical Problem']
The subscription renewal notice came after the payment was already processed. Can you reverse the charge?,"['Billing Issue','Refund Request']"
"I ordered the product two weeks ago, and the tracking still shows it's pending shipment. I've also noticed a duplicate charge on my statement. Can someone please assist?","['Shipping Concern', 'Billing Issue']"
